airline,source_airport,dest_airport,source_country,dest_country
LA,EZE,SCL,Argentina,Chile
LA,FRA,MAD,Germany,Spain
LA,GIG,EZE,Brazil,Argentina
LA,GIG,SCL,Brazil,Chile
LA,GRU,BOG,Brazil,Colombia
LA,GRU,EZE,Brazil,Argentina
LA,GRU,LIM,Brazil,Peru
LA,GRU,MAD,Brazil,Spain
LA,GRU,MVD,Brazil,Uruguay
LA,GRU,SCL,Brazil,Chile
LA,GYE,CCS,Ecuador,Venezuela
LA,GYE,EZE,Ecuador,Argentina
LA,GYE,LIM,Ecuador,Peru
LA,GYE,MAD,Ecuador,Spain
LA,GYE,SCL,Ecuador,Chile
LA,HAV,LIM,Cuba,Peru
LA,IGU,LIM,Brazil,Peru
LA,IPC,PPT,Chile,French Polynesia
LA,IQQ,LPB,Chile,Bolivia
LA,IQQ,VVI,Chile,Bolivia
LA,JFK,LIM,United States,Peru
LA,JFK,SCL,United States,Chile
LA,LAX,LIM,United States,Peru
LA,LIM,BOG,Peru,Colombia
LA,LIM,CCS,Peru,Venezuela
LA,LIM,COR,Peru,Argentina
LA,LIM,CUN,Peru,Mexico
LA,LIM,DFW,Peru,United States
LA,LIM,EZE,Peru,Argentina
LA,LIM,GRU,Peru,Brazil
LA,LIM,GYE,Peru,Ecuador
LA,LIM,HAV,Peru,Cuba
LA,LIM,IGU,Peru,Brazil
LA,LIM,JFK,Peru,United States
LA,LIM,LAX,Peru,United States
LA,LIM,LPB,Peru,Bolivia
LA,LIM,MAD,Peru,Spain
LA,LIM,MEX,Peru,Mexico
LA,LIM,MIA,Peru,United States
LA,LIM,PUJ,Peru,Dominican Republic
LA,LIM,SCL,Peru,Chile
LA,LIM,UIO,Peru,Ecuador
LA,LIM,VVI,Peru,Bolivia
LA,LPB,IQQ,Bolivia,Chile
LA,LPB,LIM,Bolivia,Peru
LA,MAD,FRA,Spain,Germany
LA,MAD,GRU,Spain,Brazil
LA,MAD,GYE,Spain,Ecuador
LA,MAD,LIM,Spain,Peru
LA,MAD,SCL,Spain,Chile
LA,MAD,UIO,Spain,Ecuador
LA,MDE,MIA,Colombia,United States
LA,MDE,UIO,Colombia,Ecuador
LA,MDZ,SCL,Argentina,Chile
LA,MEX,LIM,Mexico,Peru
LA,MEX,SCL,Mexico,Chile
LA,MIA,BOG,United States,Colombia
LA,MIA,CCS,United States,Venezuela
LA,MIA,CLO,United States,Colombia
LA,MIA,CUN,United States,Mexico
LA,MIA,LIM,United States,Peru
LA,MIA,MDE,United States,Colombia
LA,MIA,PUJ,United States,Dominican Republic
LA,MIA,SCL,United States,Chile
LA,MPN,PUQ,Falkland Islands,Chile
LA,MVD,GRU,Uruguay,Brazil
LA,MVD,SCL,Uruguay,Chile
LA,PPT,IPC,French Polynesia,Chile
LA,PUJ,LIM,Dominican Republic,Peru
LA,PUJ,MIA,Dominican Republic,United States
LA,PUJ,SCL,Dominican Republic,Chile
LA,PUQ,RGL,Chile,Argentina
LA,RGL,MPN,Argentina,Falkland Islands
LA,SCL,AEP,Chile,Argentina
LA,SCL,AKL,Chile,New Zealand
LA,SCL,ASU,Chile,Paraguay
LA,SCL,BOG,Chile,Colombia
LA,SCL,CCS,Chile,Venezuela
LA,SCL,COR,Chile,Argentina
LA,SCL,CUN,Chile,Mexico
LA,SCL,DFW,Chile,United States
LA,SCL,EZE,Chile,Argentina
LA,SCL,GIG,Chile,Brazil
LA,SCL,GRU,Chile,Brazil
LA,SCL,GYE,Chile,Ecuador
LA,SCL,JFK,Chile,United States
LA,SCL,LIM,Chile,Peru
LA,SCL,MAD,Chile,Spain
LA,SCL,MDZ,Chile,Argentina
LA,SCL,MEX,Chile,Mexico
LA,SCL,MIA,Chile,United States
LA,SCL,MVD,Chile,Uruguay
LA,SCL,PUJ,Chile,Dominican Republic
LA,SCL,SYD,Chile,Australia
LA,SCL,UIO,Chile,Ecuador
LA,SYD,AKL,Australia,New Zealand
LA,SYD,SCL,Australia,Chile
LA,UIO,CLO,Ecuador,Colombia
LA,UIO,LIM,Ecuador,Peru
LA,UIO,MAD,Ecuador,Spain
LA,UIO,MDE,Ecuador,Colombia
LA,VVI,IQQ,Bolivia,Chile
LA,VVI,LIM,Bolivia,Peru
LC,BZV,CDG,Congo (Brazzaville),France
LC,BZV,COO,Congo (Brazzaville),Benin
LC,BZV,DLA,Congo (Brazzaville),Cameroon
LC,CDG,BZV,France,Congo (Brazzaville)
LC,CDG,PNR,France,Congo (Brazzaville)
LC,COO,BZV,Benin,Congo (Brazzaville)
LC,COO,DLA,Benin,Cameroon
LC,COO,PNR,Benin,Congo (Brazzaville)
LC,DLA,BZV,Cameroon,Congo (Brazzaville)
LC,DLA,COO,Cameroon,Benin
LC,PNR,CDG,Congo (Brazzaville),France
LC,PNR,COO,Congo (Brazzaville),Benin
LF,BKK,VTE,Thailand,Laos
LF,VTE,BKK,Laos,Thailand
LG,ACE,LUX,Spain,Luxembourg
LG,ADB,LUX,Turkey,Luxembourg
LG,AGA,LUX,Morocco,Luxembourg
LG,AGP,BVE,Spain,France
LG,AGP,LUX,Spain,Luxembourg
LG,AJA,LUX,France,Luxembourg
LG,ARN,LUX,Sweden,Luxembourg
LG,AYT,LUX,Turkey,Luxembourg
LG,BCN,LUX,Spain,Luxembourg
LG,BIA,LUX,France,Luxembourg
LG,CAG,LUX,Italy,Luxembourg
LG,CDG,LUX,France,Luxembourg
LG,CFU,LUX,Greece,Luxembourg
LG,CLY,LUX,France,Luxembourg
LG,CPH,LUX,Denmark,Luxembourg
LG,DBV,LUX,Croatia,Luxembourg
LG,DJE,LUX,Tunisia,Luxembourg
LG,DUB,LUX,Ireland,Luxembourg
LG,DUS,LUX,Germany,Luxembourg
LG,FAO,LUX,Portugal,Luxembourg
LG,FAO,XRY,Portugal,Spain
LG,FCO,LUX,Italy,Luxembourg
LG,FNC,LUX,Portugal,Luxembourg
LG,FRA,LUX,Germany,Luxembourg
LG,FSC,LUX,France,Luxembourg
LG,FUE,LUX,Spain,Luxembourg
LG,GVA,LUX,Switzerland,Luxembourg
LG,HER,LUX,Greece,Luxembourg
LG,IBZ,LUX,Spain,Luxembourg
LG,KGS,LUX,Greece,Luxembourg
LG,LCY,LUX,United Kingdom,Luxembourg
LG,LIS,LUX,Portugal,Luxembourg
LG,LPA,LUX,Spain,Luxembourg
LG,LUX,ACE,Luxembourg,Spain
LG,LUX,ADB,Luxembourg,Turkey
LG,LUX,AGA,Luxembourg,Morocco
LG,LUX,AGP,Luxembourg,Spain
LG,LUX,AJA,Luxembourg,France
LG,LUX,ARN,Luxembourg,Sweden
LG,LUX,AYT,Luxembourg,Turkey
LG,LUX,BCN,Luxembourg,Spain
LG,LUX,BIA,Luxembourg,France
LG,LUX,BVC,Luxembourg,Cape Verde
LG,LUX,CAG,Luxembourg,Italy
LG,LUX,CDG,Luxembourg,France
LG,LUX,CFU,Luxembourg,Greece
LG,LUX,CLY,Luxembourg,France
LG,LUX,CPH,Luxembourg,Denmark
LG,LUX,CTA,Luxembourg,Italy
LG,LUX,DBV,Luxembourg,Croatia
LG,LUX,DJE,Luxembourg,Tunisia
LG,LUX,DUB,Luxembourg,Ireland
LG,LUX,DUS,Luxembourg,Germany
LG,LUX,FAO,Luxembourg,Portugal
LG,LUX,FCO,Luxembourg,Italy
LG,LUX,FNC,Luxembourg,Portugal
LG,LUX,FRA,Luxembourg,Germany
LG,LUX,FSC,Luxembourg,France
LG,LUX,FUE,Luxembourg,Spain
LG,LUX,GVA,Luxembourg,Switzerland
LG,LUX,HER,Luxembourg,Greece
LG,LUX,IBZ,Luxembourg,Spain
LG,LUX,KGS,Luxembourg,Greece
LG,LUX,LCY,Luxembourg,United Kingdom
LG,LUX,LIS,Luxembourg,Portugal
LG,LUX,LPA,Luxembourg,Spain
LG,LUX,MAD,Luxembourg,Spain
LG,LUX,MLA,Luxembourg,Malta
LG,LUX,MUC,Luxembourg,Germany
LG,LUX,MXP,Luxembourg,Italy
LG,LUX,NAP,Luxembourg,Italy
LG,LUX,NCE,Luxembourg,France
LG,LUX,OPO,Luxembourg,Portugal
LG,LUX,PMI,Luxembourg,Spain
LG,LUX,RAK,Luxembourg,Morocco
LG,LUX,RHO,Luxembourg,Greece
LG,LUX,SCN,Luxembourg,Germany
LG,LUX,TFS,Luxembourg,Spain
LG,LUX,TXL,Luxembourg,Germany
LG,LUX,VAR,Luxembourg,Bulgaria
LG,LUX,VIE,Luxembourg,Austria
LG,LUX,XRY,Luxembourg,Spain
LG,MAD,LUX,Spain,Luxembourg
LG,MLA,LUX,Malta,Luxembourg
LG,MUC,LUX,Germany,Luxembourg
LG,MXP,LUX,Italy,Luxembourg
LG,NAP,LUX,Italy,Luxembourg
LG,NBE,LUX,Tunisia,Luxembourg
LG,NCE,LUX,France,Luxembourg
LG,OPO,LUX,Portugal,Luxembourg
LG,PMI,LUX,Spain,Luxembourg
LG,RAK,LUX,Morocco,Luxembourg
LG,RHO,LUX,Greece,Luxembourg
LG,SCN,LUX,Germany,Luxembourg
LG,SID,LUX,Cape Verde,Luxembourg
LG,TFS,LUX,Spain,Luxembourg
LG,TXL,LUX,Germany,Luxembourg
LG,VAR,LUX,Bulgaria,Luxembourg
LG,VIE,LUX,Austria,Luxembourg
LG,XRY,LUX,Spain,Luxembourg
LH,ABJ,BRU,Cote d'Ivoire,Belgium
LH,ABJ,LFW,Cote d'Ivoire,Togo
LH,ABJ,OUA,Cote d'Ivoire,Burkina Faso
LH,ABV,FRA,Nigeria,Germany
LH,ABV,SSG,Nigeria,Equatorial Guinea
LH,ABZ,FRA,United Kingdom,Germany
LH,ACC,FRA,Ghana,Germany
LH,ADB,MUC,Turkey,Germany
LH,ADD,DAR,Ethiopia,Tanzania
LH,ADD,EBB,Ethiopia,Uganda
LH,ADD,FRA,Ethiopia,Germany
LH,ADD,HRE,Ethiopia,Zimbabwe
LH,ADD,JED,Ethiopia,Saudi Arabia
LH,ADD,MBA,Ethiopia,Kenya
LH,AGP,DUS,Spain,Germany
LH,AGP,FRA,Spain,Germany
LH,AGP,MUC,Spain,Germany
LH,ALA,FRA,Kazakhstan,Germany
LH,ALG,FRA,Algeria,Germany
LH,AMM,FRA,Jordan,Germany
LH,AMS,EWR,Netherlands,United States
LH,AMS,FRA,Netherlands,Germany
LH,AMS,IAD,Netherlands,United States
LH,AMS,IAH,Netherlands,United States
LH,AMS,MUC,Netherlands,Germany
LH,AMS,ORD,Netherlands,United States
LH,AOI,MUC,Italy,Germany
LH,ARN,DUS,Sweden,Germany
LH,ARN,FRA,Sweden,Germany
LH,ARN,MUC,Sweden,Germany
LH,ARN,TXL,Sweden,Germany
LH,ASB,GYD,Turkmenistan,Azerbaijan
LH,ATH,DUS,Greece,Germany
LH,ATH,FRA,Greece,Germany
LH,ATH,MUC,Greece,Germany
LH,ATH,TXL,Greece,Germany
LH,ATL,FRA,United States,Germany
LH,AUH,FRA,United Arab Emirates,Germany
LH,AUH,MCT,United Arab Emirates,Oman
LH,AYT,DUS,Turkey,Germany
LH,BAH,DOH,Bahrain,Qatar
LH,BCN,EWR,Spain,United States
LH,BCN,FRA,Spain,Germany
LH,BCN,MUC,Spain,Germany
LH,BCN,TXL,Spain,Germany
LH,BEG,FRA,Serbia,Germany
LH,BEG,MUC,Serbia,Germany
LH,BEY,FRA,Lebanon,Germany
LH,BFS,EWR,United Kingdom,United States
LH,BGO,FRA,Norway,Germany
LH,BHX,DUS,United Kingdom,Germany
LH,BHX,EWR,United Kingdom,United States
LH,BHX,FRA,United Kingdom,Germany
LH,BHX,MUC,United Kingdom,Germany
LH,BIA,FRA,France,Germany
LH,BIO,FRA,Spain,Germany
LH,BIO,MUC,Spain,Germany
LH,BJM,NBO,Burundi,Kenya
LH,BKK,FRA,Thailand,Germany
LH,BKK,MUC,Thailand,Germany
LH,BLL,FRA,Denmark,Germany
LH,BLQ,FRA,Italy,Germany
LH,BLQ,MUC,Italy,Germany
LH,BLR,FRA,India,Germany
LH,BOG,FRA,Colombia,Germany
LH,BOM,FRA,India,Germany
LH,BOM,MUC,India,Germany
LH,BOS,FRA,United States,Germany
LH,BOS,MUC,United States,Germany
LH,BRI,MUC,Italy,Germany
LH,BRU,ABJ,Belgium,Cote d'Ivoire
LH,BRU,BJM,Belgium,Burundi
LH,BRU,COO,Belgium,Benin
LH,BRU,DKR,Belgium,Senegal
LH,BRU,DLA,Belgium,Cameroon
LH,BRU,EWR,Belgium,United States
LH,BRU,FNA,Belgium,Sierra Leone
LH,BRU,FRA,Belgium,Germany
LH,BRU,HAJ,Belgium,Germany
LH,BRU,HAM,Belgium,Germany
LH,BRU,IAD,Belgium,United States
LH,BRU,JFK,Belgium,United States
LH,BRU,KGL,Belgium,Rwanda
LH,BRU,LAD,Belgium,Angola
LH,BRU,LIN,Belgium,Italy
LH,BRU,MUC,Belgium,Germany
LH,BRU,MXP,Belgium,Italy
LH,BRU,NSI,Belgium,Cameroon
LH,BRU,OUA,Belgium,Burkina Faso
LH,BRU,TXL,Belgium,Germany
LH,BRU,VNO,Belgium,Lithuania
LH,BRU,YUL,Belgium,Canada
LH,BSL,FRA,France,Germany
LH,BSL,HAM,France,Germany
LH,BSL,MUC,France,Germany
LH,BUD,DUS,Hungary,Germany
LH,BUD,FRA,Hungary,Germany
LH,BUD,MUC,Hungary,Germany
LH,CAG,MUC,Italy,Germany
LH,CAI,FRA,Egypt,Germany
LH,CAI,MUC,Egypt,Germany
LH,CCS,FRA,Venezuela,Germany
LH,CDG,DUS,France,Germany
LH,CDG,EWR,France,United States
LH,CDG,FRA,France,Germany
LH,CDG,IAD,France,United States
LH,CDG,MUC,France,Germany
LH,CDG,ORD,France,United States
LH,CDG,TXL,France,Germany
LH,CDG,YUL,France,Canada
LH,CDG,YYZ,France,Canada
LH,CGN,VIE,Germany,Austria
LH,CKY,DKR,Guinea,Senegal
LH,CLJ,MUC,Romania,Germany
LH,CLT,MUC,United States,Germany
LH,CMN,FRA,Morocco,Germany
LH,COO,ABJ,Benin,Cote d'Ivoire
LH,CPH,DUS,Denmark,Germany
LH,CPH,FRA,Denmark,Germany
LH,CPH,MUC,Denmark,Germany
LH,CPH,OSL,Denmark,Norway
LH,CPH,TXL,Denmark,Germany
LH,CPH,YYZ,Denmark,Canada
LH,CTA,MLA,Italy,Malta
LH,CTA,MUC,Italy,Germany
LH,CTU,FRA,China,Germany
LH,DAR,NBO,Tanzania,Kenya
LH,DBV,DUS,Croatia,Germany
LH,DBV,FRA,Croatia,Germany
LH,DBV,MUC,Croatia,Germany
LH,DEL,FRA,India,Germany
LH,DEL,MUC,India,Germany
LH,DEN,FRA,United States,Germany
LH,DFW,FRA,United States,Germany
LH,DKR,BRU,Senegal,Belgium
LH,DKR,CKY,Senegal,Guinea
LH,DLA,BRU,Cameroon,Belgium
LH,DLA,FIH,Cameroon,Congo (Kinshasa)
LH,DME,FRA,Russia,Germany
LH,DME,MUC,Russia,Germany
LH,DMM,FRA,Saudi Arabia,Germany
LH,DMM,KWI,Saudi Arabia,Kuwait
LH,DOH,BAH,Qatar,Bahrain
LH,DOH,FRA,Qatar,Germany
LH,DOK,MUC,Ukraine,Germany
LH,DTW,FRA,United States,Germany
LH,DUB,EWR,Ireland,United States
LH,DUB,FRA,Ireland,Germany
LH,DUB,MUC,Ireland,Germany
LH,DUS,AGP,Germany,Spain
LH,DUS,ARN,Germany,Sweden
LH,DUS,ATH,Germany,Greece
LH,DUS,AYT,Germany,Turkey
LH,DUS,BHX,Germany,United Kingdom
LH,DUS,BUD,Germany,Hungary
LH,DUS,CDG,Germany,France
LH,DUS,CPH,Germany,Denmark
LH,DUS,DBV,Germany,Croatia
LH,DUS,EWR,Germany,United States
LH,DUS,FCO,Germany,Italy
LH,DUS,GLA,Germany,United Kingdom
LH,DUS,GOT,Germany,Sweden
LH,DUS,GRZ,Germany,Austria
LH,DUS,LED,Germany,Russia
LH,DUS,LHR,Germany,United Kingdom
LH,DUS,LNZ,Germany,Austria
LH,DUS,MAN,Germany,United Kingdom
LH,DUS,MLA,Germany,Malta
LH,DUS,NAP,Germany,Italy
LH,DUS,NCE,Germany,France
LH,DUS,NCL,Germany,United Kingdom
LH,DUS,NRT,Germany,Japan
LH,DUS,ORD,Germany,United States
LH,DUS,OSL,Germany,Norway
LH,DUS,OTP,Germany,Romania
LH,DUS,PEK,Germany,China
LH,DUS,SKG,Germany,Greece
LH,DUS,SPU,Germany,Croatia
LH,DUS,VIE,Germany,Austria
LH,DUS,VKO,Germany,Russia
LH,DUS,VLC,Germany,Spain
LH,DUS,WAW,Germany,Poland
LH,DUS,ZRH,Germany,Switzerland
LH,DXB,FRA,United Arab Emirates,Germany
LH,DXB,MUC,United Arab Emirates,Germany
LH,EBB,BRU,Uganda,Belgium
LH,EBB,KGL,Uganda,Rwanda
LH,EBL,FRA,Iraq,Germany
LH,EDI,EWR,United Kingdom,United States
LH,EDI,FRA,United Kingdom,Germany
LH,ESB,MUC,Turkey,Germany
LH,EWR,AMS,United States,Netherlands
LH,EWR,BCN,United States,Spain
LH,EWR,BFS,United States,United Kingdom
LH,EWR,BHX,United States,United Kingdom
LH,EWR,BRU,United States,Belgium
LH,EWR,CDG,United States,France
LH,EWR,DUB,United States,Ireland
LH,EWR,DUS,United States,Germany
LH,EWR,EDI,United States,United Kingdom
LH,EWR,FCO,United States,Italy
LH,EWR,FRA,United States,Germany
LH,EWR,GLA,United States,United Kingdom
LH,EWR,HAM,United States,Germany
LH,EWR,LHR,United States,United Kingdom
LH,EWR,MAD,United States,Spain
LH,EWR,MAN,United States,United Kingdom
LH,EWR,MUC,United States,Germany
LH,EWR,MXP,United States,Italy
LH,EWR,SNN,United States,Ireland
LH,EWR,STR,United States,Germany
LH,EWR,TXL,United States,Germany
LH,EZE,FRA,Argentina,Germany
LH,FAO,FRA,Portugal,Germany
LH,FAO,MUC,Portugal,Germany
LH,FCO,DUS,Italy,Germany
LH,FCO,EWR,Italy,United States
LH,FCO,FRA,Italy,Germany
LH,FCO,MUC,Italy,Germany
LH,FCO,YYZ,Italy,Canada
LH,FIH,BRU,Congo (Kinshasa),Belgium
LH,FIH,DLA,Congo (Kinshasa),Cameroon
LH,FLR,FRA,Italy,Germany
LH,FLR,MUC,Italy,Germany
LH,FNA,ROB,Sierra Leone,Liberia
LH,FRA,ABV,Germany,Nigeria
LH,FRA,ABZ,Germany,United Kingdom
LH,FRA,ACC,Germany,Ghana
LH,FRA,ADD,Germany,Ethiopia
LH,FRA,AGP,Germany,Spain
LH,FRA,ALA,Germany,Kazakhstan
LH,FRA,ALG,Germany,Algeria
LH,FRA,AMM,Germany,Jordan
LH,FRA,AMS,Germany,Netherlands
LH,FRA,ARN,Germany,Sweden
LH,FRA,ATH,Germany,Greece
LH,FRA,ATL,Germany,United States
LH,FRA,AUH,Germany,United Arab Emirates
LH,FRA,BCN,Germany,Spain
LH,FRA,BEG,Germany,Serbia
LH,FRA,BEY,Germany,Lebanon
LH,FRA,BGO,Germany,Norway
LH,FRA,BHX,Germany,United Kingdom
LH,FRA,BIA,Germany,France
LH,FRA,BIO,Germany,Spain
LH,FRA,BKK,Germany,Thailand
LH,FRA,BLL,Germany,Denmark
LH,FRA,BLQ,Germany,Italy
LH,FRA,BLR,Germany,India
LH,FRA,BOG,Germany,Colombia
LH,FRA,BOM,Germany,India
LH,FRA,BOS,Germany,United States
LH,FRA,BRU,Germany,Belgium
LH,FRA,BSL,Germany,France
LH,FRA,BUD,Germany,Hungary
LH,FRA,CAI,Germany,Egypt
LH,FRA,CCS,Germany,Venezuela
LH,FRA,CDG,Germany,France
LH,FRA,CMN,Germany,Morocco
LH,FRA,CPH,Germany,Denmark
LH,FRA,CTU,Germany,China
LH,FRA,DBV,Germany,Croatia
LH,FRA,DEL,Germany,India
LH,FRA,DEN,Germany,United States
LH,FRA,DFW,Germany,United States
LH,FRA,DME,Germany,Russia
LH,FRA,DMM,Germany,Saudi Arabia
LH,FRA,DOH,Germany,Qatar
LH,FRA,DTW,Germany,United States
LH,FRA,DUB,Germany,Ireland
LH,FRA,DXB,Germany,United Arab Emirates
LH,FRA,EBL,Germany,Iraq
LH,FRA,EDI,Germany,United Kingdom
LH,FRA,EWR,Germany,United States
LH,FRA,EZE,Germany,Argentina
LH,FRA,FAO,Germany,Portugal
LH,FRA,FCO,Germany,Italy
LH,FRA,FLR,Germany,Italy
LH,FRA,GDN,Germany,Poland
LH,FRA,GIG,Germany,Brazil
LH,FRA,GOJ,Germany,Russia
LH,FRA,GOT,Germany,Sweden
LH,FRA,GRU,Germany,Brazil
LH,FRA,GRZ,Germany,Austria
LH,FRA,GVA,Germany,Switzerland
LH,FRA,GYD,Germany,Azerbaijan
LH,FRA,HEL,Germany,Finland
LH,FRA,HER,Germany,Greece
LH,FRA,HKG,Germany,Hong Kong
LH,FRA,HND,Germany,Japan
LH,FRA,IAD,Germany,United States
LH,FRA,IAH,Germany,United States
LH,FRA,IBZ,Germany,Spain
LH,FRA,ICN,Germany,South Korea
LH,FRA,IKA,Germany,Iran
LH,FRA,INN,Germany,Austria
LH,FRA,IST,Germany,Turkey
LH,FRA,JED,Germany,Saudi Arabia
LH,FRA,JFK,Germany,United States
LH,FRA,JNB,Germany,South Africa
LH,FRA,KBP,Germany,Ukraine
LH,FRA,KIX,Germany,Japan
LH,FRA,KRK,Germany,Poland
LH,FRA,KTW,Germany,Poland
LH,FRA,KUF,Germany,Russia
LH,FRA,KUL,Germany,Malaysia
LH,FRA,KWI,Germany,Kuwait
LH,FRA,LAD,Germany,Angola
LH,FRA,LAX,Germany,United States
LH,FRA,LCA,Germany,Cyprus
LH,FRA,LCY,Germany,United Kingdom
LH,FRA,LED,Germany,Russia
LH,FRA,LHR,Germany,United Kingdom
LH,FRA,LIN,Germany,Italy
LH,FRA,LIS,Germany,Portugal
LH,FRA,LJU,Germany,Slovenia
LH,FRA,LNZ,Germany,Austria
LH,FRA,LOS,Germany,Nigeria
LH,FRA,LYS,Germany,France
LH,FRA,MAA,Germany,India
LH,FRA,MAD,Germany,Spain
LH,FRA,MAN,Germany,United Kingdom
LH,FRA,MCO,Germany,United States
LH,FRA,MEX,Germany,Mexico
LH,FRA,MIA,Germany,United States
LH,FRA,MLA,Germany,Malta
LH,FRA,MPL,Germany,France
LH,FRA,MRS,Germany,France
LH,FRA,MSQ,Germany,Belarus
LH,FRA,MXP,Germany,Italy
LH,FRA,NAP,Germany,Italy
LH,FRA,NCE,Germany,France
LH,FRA,NGO,Germany,Japan
LH,FRA,NKG,Germany,China
LH,FRA,OLB,Germany,Italy
LH,FRA,OPO,Germany,Portugal
LH,FRA,ORD,Germany,United States
LH,FRA,OSL,Germany,Norway
LH,FRA,OTP,Germany,Romania
LH,FRA,PEK,Germany,China
LH,FRA,PHL,Germany,United States
LH,FRA,PMI,Germany,Spain
LH,FRA,PMO,Germany,Italy
LH,FRA,PNQ,Germany,India
LH,FRA,POZ,Germany,Poland
LH,FRA,PRG,Germany,Czech Republic
LH,FRA,PRN,Germany,Serbia
LH,FRA,PUY,Germany,Croatia
LH,FRA,PVG,Germany,China
LH,FRA,RIX,Germany,Latvia
LH,FRA,RUH,Germany,Saudi Arabia
LH,FRA,RZE,Germany,Poland
LH,FRA,SEA,Germany,United States
LH,FRA,SFO,Germany,United States
LH,FRA,SHE,Germany,China
LH,FRA,SIN,Germany,Singapore
LH,FRA,SKG,Germany,Greece
LH,FRA,SOF,Germany,Bulgaria
LH,FRA,SPU,Germany,Croatia
LH,FRA,SVG,Germany,Norway
LH,FRA,SZG,Germany,Austria
LH,FRA,TLL,Germany,Estonia
LH,FRA,TLS,Germany,France
LH,FRA,TLV,Germany,Israel
LH,FRA,TRN,Germany,Italy
LH,FRA,TSE,Germany,Kazakhstan
LH,FRA,TUN,Germany,Tunisia
LH,FRA,VCE,Germany,Italy
LH,FRA,VIE,Germany,Austria
LH,FRA,VKO,Germany,Russia
LH,FRA,VLC,Germany,Spain
LH,FRA,VNO,Germany,Lithuania
LH,FRA,VRN,Germany,Italy
LH,FRA,WAW,Germany,Poland
LH,FRA,WRO,Germany,Poland
LH,FRA,YOW,Germany,Canada
LH,FRA,YUL,Germany,Canada
LH,FRA,YVR,Germany,Canada
LH,FRA,YYC,Germany,Canada
LH,FRA,YYZ,Germany,Canada
LH,FRA,ZAD,Germany,Croatia
LH,FRA,ZAG,Germany,Croatia
LH,FRA,ZRH,Germany,Switzerland
LH,GDN,FRA,Poland,Germany
LH,GDN,MUC,Poland,Germany
LH,GIG,FRA,Brazil,Germany
LH,GLA,DUS,United Kingdom,Germany
LH,GLA,EWR,United Kingdom,United States
LH,GOA,MUC,Italy,Germany
LH,GOJ,FRA,Russia,Germany
LH,GOT,DUS,Sweden,Germany
LH,GOT,FRA,Sweden,Germany
LH,GOT,MUC,Sweden,Germany
LH,GRU,FRA,Brazil,Germany
LH,GRU,MUC,Brazil,Germany
LH,GRZ,DUS,Austria,Germany
LH,GRZ,FRA,Austria,Germany
LH,GRZ,MUC,Austria,Germany
LH,GRZ,STR,Austria,Germany
LH,GVA,FRA,Switzerland,Germany
LH,GVA,MUC,Switzerland,Germany
LH,GVA,YUL,Switzerland,Canada
LH,GYD,ASB,Azerbaijan,Turkmenistan
LH,GYD,FRA,Azerbaijan,Germany
LH,HAJ,BRU,Germany,Belgium
LH,HAJ,ZRH,Germany,Switzerland
LH,HAM,BRU,Germany,Belgium
LH,HAM,BSL,Germany,France
LH,HAM,EWR,Germany,United States
LH,HAM,LIS,Germany,Portugal
LH,HAM,VIE,Germany,Austria
LH,HAM,WAW,Germany,Poland
LH,HAM,ZRH,Germany,Switzerland
LH,HEL,FRA,Finland,Germany
LH,HEL,MUC,Finland,Germany
LH,HER,FRA,Greece,Germany
LH,HER,MUC,Greece,Germany
LH,HKG,FRA,Hong Kong,Germany
LH,HKG,MUC,Hong Kong,Germany
LH,HND,FRA,Japan,Germany
LH,HND,MUC,Japan,Germany
LH,HRE,ADD,Zimbabwe,Ethiopia
LH,HRE,LUN,Zimbabwe,Zambia
LH,IAD,AMS,United States,Netherlands
LH,IAD,BRU,United States,Belgium
LH,IAD,CDG,United States,France
LH,IAD,FRA,United States,Germany
LH,IAD,LHR,United States,United Kingdom
LH,IAD,MUC,United States,Germany
LH,IAH,AMS,United States,Netherlands
LH,IAH,FRA,United States,Germany
LH,IAH,LHR,United States,United Kingdom
LH,IBZ,FRA,Spain,Germany
LH,ICN,FRA,South Korea,Germany
LH,ICN,MUC,South Korea,Germany
LH,IKA,FRA,Iran,Germany
LH,INN,FRA,Austria,Germany
LH,IST,FRA,Turkey,Germany
LH,IST,MUC,Turkey,Germany
LH,JED,ADD,Saudi Arabia,Ethiopia
LH,JED,FRA,Saudi Arabia,Germany
LH,JFK,BRU,United States,Belgium
LH,JFK,FRA,United States,Germany
LH,JFK,MUC,United States,Germany
LH,JNB,FRA,South Africa,Germany
LH,JNB,MUC,South Africa,Germany
LH,JRO,ADD,Tanzania,Ethiopia
LH,KBP,FRA,Ukraine,Germany
LH,KBP,MUC,Ukraine,Germany
LH,KGL,EBB,Rwanda,Uganda
LH,KGL,NBO,Rwanda,Kenya
LH,KIV,MUC,Moldova,Germany
LH,KIX,FRA,Japan,Germany
LH,KLX,MUC,Greece,Germany
LH,KRK,FRA,Poland,Germany
LH,KRK,MUC,Poland,Germany
LH,KTW,FRA,Poland,Germany
LH,KUF,FRA,Russia,Germany
LH,KUL,FRA,Malaysia,Germany
LH,KWI,DMM,Kuwait,Saudi Arabia
LH,KWI,FRA,Kuwait,Germany
LH,LAD,FIH,Angola,Congo (Kinshasa)
LH,LAD,FRA,Angola,Germany
LH,LAX,FRA,United States,Germany
LH,LAX,LHR,United States,United Kingdom
LH,LAX,MUC,United States,Germany
